name,type,company,description,amount,notes,notes2,notes3,notes4
Alain Joyandet,pro5,,Député (du 01/08/2010 au 01/06/2012),48312 EUR par an,net imposable,,,
Roger-Gérard Schwartzenberg,pro5,,Député à l'Assemblée Nationale depuis 2012,,Indemnité parlementaire depuis le 1/07/2012 : 84324 EUR,,,
Roger-Gérard Schwartzenberg,pro5,,Député à l'Assemblée Nationale en retraite jusqu'en 2012,01/01/2009 - 30/06/2012 : 270594  EUR,,,,
Roger-Gérard Schwartzenberg,pro5,,Député au Parlement européen (1979-1983),Ircantec : 38 757  EUR,,,,
Jean-Marie Morisset,pro5,,Député de 2007 à 2012,NÉANT,,,,
François Baroin,pro5,,Deputé de la IIIe circonscription de l'Aube (depuis 1993)XIVe législature,2013 : 55010 EUR par an,,,,
François Baroin,pro5,,Deputé de la IIIe circonscription de l'Aube (depuis 1993)XIVe législature,"01/01/2014 au 30/09/2014 : 41075,01 EUR par an",,,,
Jacques Krabal,pro5,,Député de l'Aisne,64428 EUR par an,5.369 €,,,
Xavier Bertrand,pro5,,Député de l'Aisne (2009-2010),illisible,,,,
Gérard Charasse,pro5,,Député de l'Allier depuis 1997,2012 : 51868 EUR,"25934 EUR sur 6 mois de 2012 (net imposable) 54592,56 EUR au titre de l'année 2013 (net imposable)",,,
Gérard Charasse,pro5,,Député de l'Allier depuis 1997,"2013 : 54592,56 EUR","25934 EUR sur 6 mois de 2012 (net imposable) 54592,56 EUR au titre de l'année 2013 (net imposable)",,,
Christophe Priou,pro5,,Député de Loire Atlantique depuis 2012,,,,,
Dominique Bussereau,pro5,,Député depuis 14/12/10,66144 EUR par an,Indemnité mensuelle 2013 : 5512 EUR,,,
Gwendal Rouillard,pro5,,Député depuis le 04/05/2011 suite au décès de ma prédécesseure Françoise Olivier-Coupeau,,,,,
Philippe Noguès,pro5,,Député depuis le 17/06/2012,,,,,
Jean-Claude Guibal,pro5,,Député des Alpes-Maritimes,,Indemnité parlementaire,,,
Dominique Tian,pro5,,Député des Bouches du Rhône,48050 EUR par an,Indemnité parlementaire imposable de 2009 à 2013 : 240 250 EUR,,,
Kader Arif,pro5,,Député européen,72000 EUR par an,De 5963 EUR à 6200 EUR par mois,,,
Yannick Vaugrenard,pro5,,Député européen,2009 : 39906 EUR,,,,
Gérard Menuel,pro5,,Député suite à la nomination de M. Baroin au gouvernement (avril 2010-mai 2012),70800 EUR par an,,,,
Aurélie Filippetti,pro5,,Députée,,,,,
Geneviève Fioraso,pro5,,Députée (2010-2012),,,,,
Marie-Line Reynaud,pro5,,Députée de la Charente,"61785,24 EUR par an","5148,77 EUR",,,
Florence Delaunay,pro5,,Députée depuis le 27/09/2014,NÉANT,,,,
Florence Delaunay,pro5,,Députée du 23/07/2012 au 30/04/2014,NÉANT,,,,
Corinne Féret,pro5,,Détachée pour exercer la fonction de 1er maire-adjoint de Caen - 01/05/2008 au 30/04/2014,NÉANT,,,,
Jacques-Bernard Magner,pro5,,Détachement au CG 63 jusqu'en 08/2010,48000 EUR par an,jusqu'à 2010 : 4000 EUR par mois de 2010 à 2011 : 2500 EUR par mois,,,
Christine Pires Beaune,pro5,,DGS ville Riom,2011 : 54879 EUR par an,,,,
Christine Pires Beaune,pro5,,DGS ville Riom,2012 : 26740 EUR par an,,,,
Christine Pires Beaune,pro5,,DGS ville Riom,,,,,
Hugues Fourage,pro5,,Directeur adjoint Chambre consulaire,2009 : 34 661  EUR,,,,
Hugues Fourage,pro5,,Directeur adjoint Chambre consulaire,2010 : 4 416  EUR,,,,
Nicolas Bays,pro5,,Directeur adjoint Pigier Nord,62400 EUR par an,5200 EUR par mois,,,
Pascale Gruny,pro5,,Directeur Administratif et Financier,79200 EUR par an,Brut,,,
René Danesi,pro5,,Directeur administratif et financier du Comité d'action économique haut rhinois (temps partiel jusqu'au 31/07/2014),2013 : 51495 EUR par an,(déclaration IRPP),,,
René Danesi,pro5,,Directeur administratif et financier du Comité d'action économique haut rhinois (temps partiel jusqu'au 31/07/2014),2012 : 48919 EUR par an,(déclaration IRPP),,,
René Danesi,pro5,,Directeur administratif et financier du Comité d'action économique haut rhinois (temps partiel jusqu'au 31/07/2014),2011 : 50118 EUR par an,(déclaration IRPP),,,
René Danesi,pro5,,Directeur administratif et financier du Comité d'action économique haut rhinois (temps partiel jusqu'au 31/07/2014),2010 : 50228 EUR par an,(déclaration IRPP),,,
René Danesi,pro5,,Directeur administratif et financier du Comité d'action économique haut rhinois (temps partiel jusqu'au 31/07/2014),2009 : 49456 EUR par an,(déclaration IRPP),,,
Jean-Vincent Placé,pro5,,Directeur centre de formation à mi-temps jusqu'en 11/2011,34800 EUR par an,2900 EUR par mois,,,
Christian Assaf,pro5,,Directeur de Cabinet à la Ville de Montpellier,84000 EUR par an,7000 EUR net  par  mois,,,
Florent Boudié,pro5,,Directeur de cabinet de la ville de Libourne (octobre 2007 à mai 2011),46167 EUR par an,,,,
Gérald Darmanin,pro5,,Directeur de cabinet du ministre des sports,118000 EUR par an,,,,
Emeric Bréhier,pro5,,Directeur de cabinet d'une collectivité territoriale (sept 2007 à juin 2012),49645 EUR par an,,,,
Jean-Marc Germain,pro5,,Directeur de cabinet Lille Métropole (temps partiel) [jusqu'au 19/06/2012],54000 EUR par an,,,,
Christian Assaf,pro5,,Directeur de cabinet Région Languedoc Roussillon,54000 EUR par an,4500 EUR net  par  mois,,,
Alain Leboeuf,pro5,,Directeur de Collège (Arrêt le 09/07/2012),"31790,64 EUR par an",,,,
Joaquim Pueyo,pro5,,Directeur de la Maison d'Arrêt de Fleury-Mérogis,,,,,
Ronan Dantec,pro5,,Directeur de l'entreprise individuelle Votre-Expo et de L'EURL Ciné-collections,,Très variable selon les années,,,
Guillaume Chevrollier,pro5,,Directeur de programme immobilier SMC KHORGEST,2009 : 49263 EUR,2009 - 49263 net imposable 2010 - 52084 net imposable 2011 - 55661 net imposable 2012 - 37226 net imposable 2013 - 14185 net imposable,,,
Guillaume Chevrollier,pro5,,Directeur de programme immobilier SMC KHORGEST,2010 : 52084 EUR,2009 - 49263 net imposable 2010 - 52084 net imposable 2011 - 55661 net imposable 2012 - 37226 net imposable 2013 - 14185 net imposable,,,
Guillaume Chevrollier,pro5,,Directeur de programme immobilier SMC KHORGEST,2011 : 55661 EUR,2009 - 49263 net imposable 2010 - 52084 net imposable 2011 - 55661 net imposable 2012 - 37226 net imposable 2013 - 14185 net imposable,,,
Guillaume Chevrollier,pro5,,Directeur de programme immobilier SMC KHORGEST,2012 : 37226 EUR,2009 - 49263 net imposable 2010 - 52084 net imposable 2011 - 55661 net imposable 2012 - 37226 net imposable 2013 - 14185 net imposable,,,
Guillaume Chevrollier,pro5,,Directeur de programme immobilier SMC KHORGEST,2013 : 14185 EUR,2009 - 49263 net imposable 2010 - 52084 net imposable 2011 - 55661 net imposable 2012 - 37226 net imposable 2013 - 14185 net imposable,,,
Yannick Moreau,pro5,,Directeur de projets Vendée Globe pour le Conseil général de la Vendée de 2008 à 05/2011 (temps partiel),22800 EUR par an,1.900 EUR par mois,,,
Alain Marsaud,pro5,,Directeur de société de Casino Guichard Perrachon,312000 EUR par an,26 000 EUR brut mensuel,,,
Claude Malhuret,pro5,,Directeur Département éthique Korian,63600 EUR par an,5300 EUR net par mois,,,
Edouard Philippe,pro5,,Directeur des Affaires Publiques d'AREVA (2007-2010),,,,,
Malek Boutih,pro5,,Directeur des relations institutionnelles de la radio Skyrock,42000 EUR par an,3.500 €,,,
Nicolas Bays,pro5,,Directeur des RI ma-residence.fr,56400 EUR par an,4700 EUR par mois,,,
Bertrand Pancher,pro5,,Directeur développement année 2007,21090  EUR rémunération nette imposable,,,,
Bertrand Pancher,pro5,,Directeur développement année 2008,24837  EUR rémunération nette imposable,,,,
Bertrand Pancher,pro5,,Directeur développement année 2009,27688  EUR rémunération nette imposable,,,,
Bertrand Pancher,pro5,,Directeur développement année 2010,27629 EUR rémunération nette imposable,,,,
Bertrand Pancher,pro5,,Directeur développement année 2011,27590 EUR rémunération nette imposable,,,,
Luc Carvounas,pro5,,Directeur du Cabinet du Maire d'Athis-Mons (01/2005 à 12/2009),45600 EUR par an,,,,
David Douillet,pro5,,Directeur du développement - Groupe Canal+,2008 : 203 996 EUR,,,,
David Douillet,pro5,,Directeur du développement - Groupe Canal+,2009 : 261 556 EUR,,,,
David Douillet,pro5,,Directeur du développement - Groupe Canal+,2010 : 8 623 EUR,,,,
Christian Assaf,pro5,,Directeur du développement à la compagnie du Bas Rhône Languedoc Roussillon (Société d'Aménagement Régionale),60000 EUR par an,5000 EUR net  par  mois,,,
Patrick Chaize,pro5,,Directeur du syndicat intercommunal d'énergie et de e-communication de l'Ain,"2013 : 81398,40 EUR par an","6828,20 EUR par mois",,,
Olivier Cigolotti,pro5,,Directeur d'un foyer de jeunes travailleurs,35295 EUR,,,,
Razzy Hammadi,pro5,,Directeur et chargé de projet au groupe AEF (2009-2010),33708 EUR par an,2809 EUR net mensuels,,,
Ibrahim Aboubacar,pro5,,Directeur Général CCI de Mayotte,60000 EUR par an,5000 EUR par mois,,,
Serge Dassault,pro5,,Directeur général CHATEAU DASSAULT SAS,Non rémunéré sauf jetons de présence bénéficiant à tous les administrateurs,,,,
André Reichardt,pro5,,Directeur général de la Chambre des Métiers d'Alsace,2011 : 73939 EUR par an,net,,,
André Reichardt,pro5,,Directeur général de la Chambre des Métiers d'Alsace,2010 : 104508 EUR par an,net,,,
André Reichardt,pro5,,Directeur général de la Chambre des Métiers d'Alsace,2009 : 30688 EUR par an,net,,,
Joël Guerriau,pro5,,Directeur général de la Fédération Nationale des Caisses d'épargne,2013 : 0 EUR par an,,,,
Joël Guerriau,pro5,,Directeur général de la Fédération Nationale des Caisses d'épargne,2012 : 0 EUR par an,,,,
Joël Guerriau,pro5,,Directeur général de la Fédération Nationale des Caisses d'épargne,2011 : 485405 EUR par an,,,,
Joël Guerriau,pro5,,Directeur général de la Fédération Nationale des Caisses d'épargne,2010 : 265197 EUR par an,,,,
Joël Guerriau,pro5,,Directeur général de la Fédération Nationale des Caisses d'épargne,2009 : 257539 EUR par an,,,,
Patrick Hetzel,pro5,,Directeur général de l'enseignement supérieur - MESR - Paris,2009 : 134 361 EUR,,,,
Patrick Hetzel,pro5,,Directeur général de l'enseignement supérieur - MESR - Paris,2010 : 148 835 EUR,,,,
Patrick Hetzel,pro5,,Directeur général de l'enseignement supérieur - MESR - Paris,2011 : 149 044 EUR,,,,
Patrick Hetzel,pro5,,Directeur général de l'enseignement supérieur - MESR - Paris,2012 : 52 581 EUR,rémunération et indemnité de performance 2011,,,
Patrick Hetzel,pro5,,Directeur général de l'enseignement supérieur - MESR - Paris,2013 : 5 112 EUR,indemnité de performance de 2012 versée en 2013,,,
Richard Ferrand,pro5,,Directeur général des Mutuelles de Bretagne,"2009 : 41702,20 EUR",,,,
Richard Ferrand,pro5,,Directeur général des Mutuelles de Bretagne,"2011 : 78554,08  EUR",,,,
Richard Ferrand,pro5,,Directeur général des Mutuelles de Bretagne,"2012 : 50003,90  EUR",,,,
Richard Ferrand,pro5,,Directeur général des Mutuelles de Bretagne,"2010 : 77730,15  EUR",,,,
Richard Ferrand,pro5,,Directeur général des Mutuelles de Bretagne,"2013 : 18569,45 EUR",,,,
Christophe Léonard,pro5,,Directeur Général des Services de la ville de Fumay (08170),2009 : 43 837  EUR,,,,
Christophe Léonard,pro5,,Directeur Général des Services de la ville de Fumay (08170),2010 : 45 561  EUR,,,,
Christophe Léonard,pro5,,Directeur Général des Services de la ville de Fumay (08170),2011 : 46 047  EUR,,,,
Christophe Léonard,pro5,,Directeur Général des Services de la ville de Fumay (08170),2012 (jusqu'à date d'entrée en fonction) : 22 926  EUR,,,,
Meyer Habib,pro5,,Directeur Général du groupe Vendome SA,84000 EUR par an,Salaire mensuel avec prime entre 6 et 8000 EUR par mois sur les 5 dernières années,,,
Laure de La Raudière,pro5,,Directeur général NAVIGACOMSAS,2009 : 68676 EUR,,,,
Laure de La Raudière,pro5,,Directeur général NAVIGACOMSAS (cessation des fonctions de DG le 01/10/2010),2010 : 69408 EUR,,,,
Jean-Yves Caullet,pro5,,Directeur mission expert SNCF Conseil (TP 55 jourspar an),2009 : 25 954 EUR,,,,
Jean-Yves Caullet,pro5,,Directeur mission expert SNCF Conseil (TP 55 jourspar an),2010 : 10 746 EUR,,,,
Jean-Yves Caullet,pro5,,Directeur mission expert SNCF Conseil (TP 55 jourspar an),2011 : 25 829 EUR,,,,
Jean-Yves Caullet,pro5,,Directeur mission expert SNCF Conseil (TP 55 jourspar an),2012 : 11 487 EUR,,,,
Jérôme Durain,pro5,,Directeur Sivom Accord,2014 : 15654,2014: 2609 EUR  par mois 04/2014 à 09/2014,,,
Françoise Dumas,pro5,,Directeur territorial Conseiller technique,"47352,12 EUR par an","3946,01 EUR Mensuel",,,
Karine Berger,pro5,,Directrice (Euler Hermes),2010 : 105937 EUR,,,,
Karine Berger,pro5,,Directrice (Euler Hermes),2009 : 74882  EUR, (source déclaration d'IRPP),,,
Karine Berger,pro5,,Directrice (Euler Hermes) puis Directrice (Canal +),2011 : 141610 EUR,,,,
Sophie Primas,pro5,,Directrice commerciale Société d'études Kantar (activité stoppée en juin 2010),62904 EUR par an,,,,
Anne Emery-Dumas,pro5,,Directrice de Cabinet au Conseil Général (2001 à 09/2011),56400 EUR par an,4700 EUR  par  mensuels,,,
Marie Recalde,pro5,,Directrice de SYSDAU,2011 : 22672 EUR par an,,,,
Marie Recalde,pro5,,Directrice de SYSDAU,2010 : 52422 EUR par an,,,,
Marie Recalde,pro5,,Directrice de SYSDAU,2009 : 52700 EUR par an,,,,
Nathalie Appéré,pro5,,Directrice d'équipement public Ville de St Jacques de Lalande à temps partiel (arrêt en 06/2008),24960 EUR par an,,,,
Esther Benbassa,pro5,,Directrice d'études à l'École pratique des hautes études,2009 : 62761 EUR,,,,
Esther Benbassa,pro5,,Directrice d'études à l'école pratique des hautes études,2010 : 64406,,,,
Esther Benbassa,pro5,,Directrice d'études à l'école pratique des hautes études,2013 : 64500 EUR,environ,,,
Christine Pires Beaune,pro5,,Directrice Finances Ville Riom,2009 : 39073 EUR par an,,,,
Christine Pires Beaune,pro5,,Directrice Finances Ville Riom,2010 : 49758 EUR par an,,,,
Isabelle Attard,pro5,,Directrice Musée Tapisserie de Bayeux,2010 : 33216 EUR,2010 : 2768 EUR par mois 2009: 2711 EUR par mois 2008: 2603 EUR par mois 2007: 2121 EUR par mois,,,
Isabelle Attard,pro5,,Directrice Musée Tapisserie de Bayeux,2009 : 32532 EUR,2010: 2768 EUR par mois 2009: 2711 EUR par mois 2008: 2603 EUR par mois 2007: 2121 EUR par mois,,,
Isabelle Attard,pro5,,Directrice Musée Tapisserie de Bayeux,2008 : 31236 EUR,2010: 2768 EUR par mois 2009: 2711 EUR par mois 2008: 2603 EUR par mois 2007: 2121 EUR par mois,,,
Isabelle Attard,pro5,,Directrice Musée Tapisserie de Bayeux,2007 : 25452 EUR,2010: 2768 EUR par mois 2009: 2711 EUR par mois 2008: 2603 EUR par mois 2007: 2121 EUR par mois,,,
Marie-Noëlle Battistel,pro5,,Directrice société transports voyageurs M.M.T Voyages,"18569,76 EUR par an","1547,48 EUR nets mensuels",,,
Razzy Hammadi,pro5,,Dirigeant d'HQG Conseil (2010-2012),54000 EUR par an,4500 EUR net mensuels,,,
Sylvie Andrieux,pro5,,dito,dito,,,,
Esther Benbassa,pro5,,Doshihsa Univerity (conférencièreà,2010 : 396 EUR,,,,
Pierre Charon,pro5,,Droit d'auteur,2009 : 2032  EUR,,,,
Pierre Charon,pro5,,Droit d'auteur,2010 : 1089  EUR,,,,
Pierre Charon,pro5,,Droit d'auteur,2011 : 1200  EUR,,,,
Pierre Charon,pro5,,Droit d'auteur,2012 : 1017  EUR,,,,
Pierre Charon,pro5,,Droit d'auteur, 2013 : 405  EUR,,,,
Jean-Pierre Raffarin,pro5,,Droits d'auteur,2014 : 15000 EUR par an,,,,
Jean-Pierre Raffarin,pro5,,Droits d'auteur,2013 : 52500 EUR par an,,,,
Jean-Pierre Raffarin,pro5,,Droits d'auteur,2012 : 43291 EUR par an,,,,
Jean-Pierre Raffarin,pro5,,Droits d'auteur,2011 : 32500 EUR par an,,,,
Jean-Pierre Raffarin,pro5,,Droits d'auteur,2010 : 45890 EUR par an,,,,
Nathalie Kosciusko-Morizet,pro5,,Droits d'auteur,7363 EUR par an,,,,
Patrick Balkany,pro5,,Droits d'auteur,2008 : 4750  EUR,"A valoirs sur droits d'auteur de l'ouvrage 'Une autre vérité, la mienne ' publié aux Editions Michel Lafon en 2010.",,,
Patrick Balkany,pro5,,Droits d'auteur,2009 : 4 750 EUR,"A valoirs sur droits d'auteur de l'ouvrage 'Une autre vérité, la mienne ' publié aux Editions Michel Lafon en 2010.",,,
Patrick Balkany,pro5,,Droits d'auteur,2010 : 4750 EUR,"A valoirs sur droits d'auteur de l'ouvrage 'Une autre vérité, la mienne ' publié aux Editions Michel Lafon en 2010.",,,
André Jean Gattolin,pro5,,Droits d'auteur (2009-2013),2009 - 2013 :  400 EUR par an,Total droits perçus : 2004 EUR,,,
Philippe Bas,pro5,,Droits d'auteur (2012 - 2013),2000 EUR par an,,,,
Dominique Raimbourg,pro5,,Droits d'auteur de fiches accompagnant une série de DVD,2009-2012 : 45000  EUR,,,,
Bernard Accoyer,pro5,,Droits d'auteurs,2013 : 1890 EUR,,,,
Jean-François Copé,pro5,,Droits d'auteurs (livres),2009 : 18709 EUR par an,,,,
Yves Durand,pro5,,Ecole Française des attachés de presse Lille - Préparation en master communication,"76531,56 EUR par an","6377,63",,,
Bruno Le Maire,pro5,,Ecrivain,droits d'auteur variables en fonction des publications,,,,
Yves Jégo,pro5,,EDITIONS BERNARD GRASSET,2010 : 375 EUR,Profession et revenu 2010  61 rue des Saints-Pères 75006 Paris indemnités et remboursements,,,
Yves Jégo,pro5,,EDITIONS BERNARD GRASSET,2009 : 9 500 EUR,Profession et revenu 2009 EDITIONS BERNARD GRASSET 61 rue des Saints-Pères 75006 Paris Droits sur ventes,,,
Esther Benbassa,pro5,,Editions du Seuil,2013 : 132 EUR,environ,,,
Esther Benbassa,pro5,,Editions du Seuil (auteur),2009 : 194 EUR,,,,
Esther Benbassa,pro5,,Editions Flammarion (auteur),2009 : 21 EUR,,,,
Esther Benbassa,pro5,,Editions Flammarion (auteur),2012 : 474 EUR,,,,
Esther Benbassa,pro5,,Editions Gallimard (auteur),2010 : 95 EUR,,,,
Esther Benbassa,pro5,,Editions Larousse  (auteur),2010 : 11400 EUR,,,,
Esther Benbassa,pro5,,Editions Larousse (auteur),2012 : 49 EUR,,,,
Esther Benbassa,pro5,,Editions Larousse (auteur),2013 : 17 EUR,environ,,,
Esther Benbassa,pro5,,Editions Lattès (auteur),2010 : 6 EUR,,,,
Esther Benbassa,pro5,,Editions Lattès (auteur),2012 : 4 EUR,,,,
Yves Jégo,pro5,,EDITIONS TIMEE,2007 : 62 EUR,"Profession et revenu 2007 EDITIONS TIMEE 66, rue Escudier 92240 BOULOGNE BILLANCOURT Droits sur ventes",,,
Jacques Moignard,pro5,,Educateur spécialisé,28800 EUR par an,2400 EUR par mois,,,
Sophie Rohfritsch,pro5,,Elue CUS,,Indemnités légales en vigueur,,,
Stéphane Ravier,pro5,,Employé au siège du FN,"19060,93 EUR",,,,
Stéphane Ravier,pro5,,Employé chez Orange,"77073,96 EUR",,,,
Jean-Marc Fournel,pro5,,Employé SNCF,105000 EUR par an,,,,
Jean-Jacques Urvoas,pro5,,Enseignant,NÉANT,,,,
Jean-Jacques Vlody,pro5,,Enseignant,45474 EUR par an,,,,
Olivier Falorni,pro5,,Enseignant,90819 EUR par an,,,,
Patrick Abate,pro5,,Enseignant en économie gestion,19200 EUR par an,Net,,,
Dominique Bussereau,pro5,,Enseignant IEP Paris depuis 2011,2011-2012 : 2163 EUR,(2013 non encore perçu),,,
Claude Kern,pro5,,Enseignant jusqu'au 31/10/2014,41160 EUR par an,Brut,,,
Patrick Labaune,pro5,,Enseignant mis en disposition,36000 EUR par an,,,,
Maurice Antiste,pro5,,Enseignant Professeur certifié de lettres,2009 : 24 247 EUR,,,,
Maurice Antiste,pro5,,Enseignant Professeur certifié de lettres,2010 :   24 626 EUR,,,,
Maurice Antiste,pro5,,Enseignant Professeur certifié de lettres,2011 :  26 431 EUR,,,,
Laurent Wauquiez,pro5,,Enseignant vacataire à l'IEP de Paris (depuis 09/2012),1591  EUR par an,,,,
Arnaud Robinet,pro5,,Enseignant-chercheur praticien hospitalier,42036 EUR par an,3503 EUR  par  net  par mois,,,
